1,9,134.374317,9920,2035391,431557
2,9,70.083146,9920,2035391,431557
3,9,48.330986,9920,2035391,431557
4,9,38.309172,9920,2035391,431557
5,9,31.279774,9920,2035391,431557
6,9,26.865613,9920,2035391,431557
7,9,23.606688,9920,2035391,431557
8,9,21.351862,9920,2035391,431557
9,9,18.740152,9920,2035391,431557
10,9,17.655616,9920,2035391,431557
11,9,16.215127,9920,2035391,431557
12,9,15.428376,9920,2035391,431557
13,9,14.022983,9920,2035391,431557
14,9,14.316503,9920,2035391,431557
15,9,13.158102,9920,2035391,431557
16,9,13.044956,9920,2035391,431557
17,9,11.433309,9920,2035391,431557
18,9,11.131815,9920,2035391,431557
19,9,11.104723,9920,2035391,431557
20,9,10.466964,9920,2035391,431557
21,9,10.114459,9920,2035391,431557
22,9,9.072800,9920,2035391,431557
23,9,9.573264,9920,2035391,431557
24,9,9.617396,9920,2035391,431557
25,9,9.104237,9920,2035391,431557
26,9,8.796618,9920,2035391,431557
27,9,8.370643,9920,2035391,431557
28,9,8.354284,9920,2035391,431557
29,9,7.902055,9920,2035391,431557
30,9,8.149807,9920,2035391,431557
31,9,7.930456,9920,2035391,431557
32,9,8.018624,9920,2035391,431557
33,9,7.537860,9920,2035391,431557
34,9,6.996807,9920,2035391,431557
35,9,7.250336,9920,2035391,431557
36,9,7.013734,9920,2035391,431557
37,9,7.076650,9920,2035391,431557
38,9,6.835964,9920,2035391,431557
39,9,6.901308,9920,2035391,431557
40,9,6.281492,9920,2035391,431557
41,9,6.183388,9920,2035391,431557
42,9,6.414505,9920,2035391,431557
43,9,6.123606,9920,2035391,431557
44,9,6.086947,9920,2035391,431557
45,9,6.059373,9920,2035391,431557
46,9,5.764622,9920,2035391,431557
47,9,6.025484,9920,2035391,431557
48,9,6.069101,9920,2035391,431557
49,9,5.354367,9920,2035391,431557
50,9,5.368492,9920,2035391,431557
51,9,5.426483,9920,2035391,431557
52,9,5.560154,9920,2035391,431557
53,9,5.492030,9920,2035391,431557
54,9,5.666860,9920,2035391,431557
55,9,5.316411,9920,2035391,431557
56,9,5.017973,9920,2035391,431557
57,9,4.663370,9920,2035391,431557
58,9,5.297727,9920,2035391,431557
59,9,5.171477,9920,2035391,431557
60,9,5.074809,9920,2035391,431557
61,9,4.741479,9920,2035391,431557
62,9,4.827021,9920,2035391,431557
63,9,4.724225,9920,2035391,431557
64,9,4.515428,9920,2035391,431557
65,9,4.714172,9920,2035391,431557
66,9,4.552946,9920,2035391,431557
67,9,4.495058,9920,2035391,431557
68,9,4.628685,9920,2035391,431557
69,9,4.362588,9920,2035391,431557
70,9,4.593144,9920,2035391,431557
71,9,4.138341,9920,2035391,431557
72,9,4.303343,9920,2035391,431557
73,9,4.099063,9920,2035391,431557
74,9,4.199988,9920,2035391,431557
75,9,3.842552,9920,2035391,431557
76,9,4.018705,9920,2035391,431557
77,9,4.201217,9920,2035391,431557
78,9,4.032630,9920,2035391,431557
79,9,4.100714,9920,2035391,431557
80,9,3.885622,9920,2035391,431557
81,9,3.879855,9920,2035391,431557
82,9,3.903769,9920,2035391,431557
83,9,4.006288,9920,2035391,431557
84,9,3.878587,9920,2035391,431557
85,9,3.876453,9920,2035391,431557
86,9,3.970192,9920,2035391,431557
87,9,3.974632,9920,2035391,431557
88,9,3.798853,9920,2035391,431557
89,9,4.190946,9920,2035391,431557
90,9,3.714165,9920,2035391,431557
91,9,3.766320,9920,2035391,431557
92,9,3.518131,9920,2035391,431557
93,9,3.468497,9920,2035391,431557
94,9,3.703096,9920,2035391,431557
95,9,3.624078,9920,2035391,431557
96,9,3.474299,9920,2035391,431557
