2,9,133.470125,9920,2035391,431557
3,9,66.898296,9920,2035391,431557
4,9,44.973855,9920,2035391,431557
5,9,33.595962,9920,2035391,431557
6,9,27.104057,9920,2035391,431557
7,9,23.168533,9920,2035391,431557
8,9,20.074016,9920,2035391,431557
9,9,17.286928,9920,2035391,431557
10,9,15.971023,9920,2035391,431557
11,9,14.370463,9920,2035391,431557
12,9,13.454993,9920,2035391,431557
13,9,12.598143,9920,2035391,431557
14,9,11.540246,9920,2035391,431557
15,9,11.279100,9920,2035391,431557
16,9,10.508238,9920,2035391,431557
17,9,9.595045,9920,2035391,431557
18,9,9.525141,9920,2035391,431557
19,9,9.433888,9920,2035391,431557
20,9,8.730016,9920,2035391,431557
21,9,8.171568,9920,2035391,431557
22,9,8.447566,9920,2035391,431557
23,9,7.567168,9920,2035391,431557
24,9,7.475544,9920,2035391,431557
25,9,7.498181,9920,2035391,431557
26,9,6.978507,9920,2035391,431557
27,9,6.915665,9920,2035391,431557
28,9,6.641056,9920,2035391,431557
29,9,6.349163,9920,2035391,431557
30,9,6.662935,9920,2035391,431557
31,9,5.960488,9920,2035391,431557
32,9,5.853784,9920,2035391,431557
33,9,6.021667,9920,2035391,431557
34,9,5.774163,9920,2035391,431557
35,9,5.697993,9920,2035391,431557
36,9,5.913644,9920,2035391,431557
37,9,5.600404,9920,2035391,431557
38,9,5.259871,9920,2035391,431557
39,9,5.161637,9920,2035391,431557
40,9,5.168104,9920,2035391,431557
41,9,5.002132,9920,2035391,431557
42,9,5.099299,9920,2035391,431557
43,9,4.919630,9920,2035391,431557
44,9,4.757239,9920,2035391,431557
45,9,4.792425,9920,2035391,431557
46,9,4.478023,9920,2035391,431557
47,9,4.611894,9920,2035391,431557
48,9,4.417995,9920,2035391,431557
49,9,4.230286,9920,2035391,431557
50,9,4.457131,9920,2035391,431557
51,9,4.229411,9920,2035391,431557
52,9,4.450717,9920,2035391,431557
53,9,4.120613,9920,2035391,431557
54,9,4.130009,9920,2035391,431557
55,9,4.072231,9920,2035391,431557
56,9,4.248580,9920,2035391,431557
57,9,4.076701,9920,2035391,431557
58,9,3.775072,9920,2035391,431557
59,9,3.616965,9920,2035391,431557
60,9,3.674301,9920,2035391,431557
61,9,3.766524,9920,2035391,431557
62,9,3.752684,9920,2035391,431557
63,9,3.848672,9920,2035391,431557
64,9,4.017661,9920,2035391,431557
65,9,3.860692,9920,2035391,431557
66,9,4.144380,9920,2035391,431557
67,9,3.943409,9920,2035391,431557
68,9,3.915284,9920,2035391,431557
69,9,3.781354,9920,2035391,431557
70,9,3.540042,9920,2035391,431557
71,9,3.388513,9920,2035391,431557
72,9,3.478848,9920,2035391,431557
73,9,3.506117,9920,2035391,431557
74,9,3.533647,9920,2035391,431557
75,9,3.211045,9920,2035391,431557
76,9,3.442487,9920,2035391,431557
77,9,3.452516,9920,2035391,431557
78,9,3.397958,9920,2035391,431557
79,9,3.603286,9920,2035391,431557
80,9,3.184823,9920,2035391,431557
81,9,3.076464,9920,2035391,431557
82,9,3.344933,9920,2035391,431557
83,9,3.334688,9920,2035391,431557
84,9,3.335089,9920,2035391,431557
85,9,3.173278,9920,2035391,431557
86,9,3.215666,9920,2035391,431557
87,9,2.958943,9920,2035391,431557
88,9,3.073327,9920,2035391,431557
89,9,3.183085,9920,2035391,431557
90,9,2.986175,9920,2035391,431557
91,9,2.848238,9920,2035391,431557
92,9,3.058488,9920,2035391,431557
93,9,2.966032,9920,2035391,431557
94,9,2.728545,9920,2035391,431557
95,9,2.939432,9920,2035391,431557
96,9,2.806858,9920,2035391,431557
